Unnamed: 0,Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2,Team1_runs,Team2_runs,Total_runs
2796,ODI # 2930,South Africa,England,Winner1stInning,Cape Town,"Nov 27, 2009",South Africa,South Africa,Home,Away,First,Second,248,293,541
2797,ODI # 2931,South Africa,England,Winner2ndInning,Port Elizabeth,"Nov 29, 2009",England,South Africa,Home,Away,First,Second,155,217,372
2798,ODI # 2932,India,Sri Lanka,Winner1stInning,Rajkot,"Dec 15, 2009",India,India,Home,Away,First,Second,295,293,588
2799,ODI # 2933,India,Sri Lanka,Winner2ndInning,Nagpur,"Dec 18, 2009",Sri Lanka,India,Home,Away,First,Second,267,296,563
2800,ODI # 2934,India,Sri Lanka,Winner2ndInning,Cuttack,"Dec 21, 2009",India,India,Home,Away,Second,First,270,290,560
2801,ODI # 2935,India,Sri Lanka,Winner2ndInning,Kolkata,"Dec 24, 2009",India,India,Home,Away,Second,First,265,187,452
2802,ODI # 2937,Bangladesh,Sri Lanka,Winner2ndInning,Dhaka,"Jan 4, 2010",Sri Lanka,Bangladesh,Home,Away,First,Second,238,244,482
2803,ODI # 2938,India,Sri Lanka,Winner2ndInning,Dhaka,"Jan 5, 2010",Sri Lanka,Bangladesh,Neutral,Neutral,First,Second,294,197,491
2804,ODI # 2939,Bangladesh,India,Winner2ndInning,Dhaka,"Jan 7, 2010",India,Bangladesh,Home,Away,First,Second,252,259,511
2805,ODI # 2940,Bangladesh,Sri Lanka,Winner2ndInning,Dhaka,"Jan 8, 2010",Sri Lanka,Bangladesh,Home,Away,First,Second,282,204,486
2806,ODI # 2941,India,Sri Lanka,Winner2ndInning,Dhaka,"Jan 10, 2010",India,Bangladesh,Neutral,Neutral,Second,First,177,165,342
2807,ODI # 2942,Bangladesh,India,Winner2ndInning,Dhaka,"Jan 11, 2010",India,Bangladesh,Home,Away,First,Second,256,187,443
2808,ODI # 2943,India,Sri Lanka,Winner2ndInning,Dhaka,"Jan 13, 2010",Sri Lanka,Bangladesh,Neutral,Neutral,First,Second,183,266,449
2809,ODI # 2944,Australia,Pakistan,Winner2ndInning,Brisbane,"Jan 22, 2010",Australia,Australia,Home,Away,Second,First,218,175,393
2810,ODI # 2945,Australia,Pakistan,Winner1stInning,Sydney,"Jan 24, 2010",Australia,Australia,Home,Away,First,Second,168,270,438
2811,ODI # 2946,Australia,Pakistan,Winner1stInning,Adelaide,"Jan 26, 2010",Australia,Australia,Home,Away,First,Second,260,164,424
2812,ODI # 2947,Australia,Pakistan,Winner1stInning,Perth,"Jan 29, 2010",Australia,Australia,Home,Away,First,Second,175,205,380
2813,ODI # 2948,Australia,Pakistan,Winner2ndInning,Perth,"Jan 31, 2010",Australia,Australia,Home,Away,Second,First,179,224,403
2814,ODI # 2949,New Zealand,Bangladesh,Winner1stInning,Napier,"Feb 5, 2010",New Zealand,New Zealand,Home,Away,First,Second,222,274,496
2815,ODI # 2950,Australia,West Indies,Winner1stInning,Melbourne,"Feb 7, 2010",Australia,Australia,Home,Away,First,Second,278,268,546
2816,ODI # 2951,New Zealand,Bangladesh,Winner2ndInning,Dunedin,"Feb 8, 2010",New Zealand,New Zealand,Home,Away,Second,First,295,248,543
2817,ODI # 2952,Australia,West Indies,Winner2ndInning,Adelaide,"Feb 9, 2010",Australia,Australia,Home,Away,Second,First,299,296,595
2818,ODI # 2953,New Zealand,Bangladesh,Winner2ndInning,Christchurch,"Feb 11, 2010",New Zealand,New Zealand,Home,Away,Second,First,285,184,469
2819,ODI # 2955,Australia,West Indies,Winner1stInning,Brisbane,"Feb 14, 2010",Australia,Australia,Home,Away,First,Second,272,275,547
2820,ODI # 2956,Kenya,Netherlands,Winner2ndInning,Nairobi,"Feb 16, 2010",Kenya,Kenya,Home,Away,Second,First,177,291,468
2821,ODI # 2957,Afghanistan,Canada,Winner1stInning,Sharjah,"Feb 16, 2010",Afghanistan,U.A.E.,Neutral,Neutral,First,Second,278,155,433
2822,ODI # 2958,Kenya,Netherlands,Winner1stInning,Nairobi,"Feb 18, 2010",Netherlands,Kenya,Home,Away,Second,First,296,220,516
2823,ODI # 2959,Afghanistan,Canada,Winner2ndInning,Sharjah,"Feb 18, 2010",Canada,U.A.E.,Neutral,Neutral,First,Second,182,184,366
2824,ODI # 2960,Australia,West Indies,Winner1stInning,Melbourne,"Feb 19, 2010",Australia,Australia,Home,Away,First,Second,270,231,501
2825,ODI # 2961,India,South Africa,Winner1stInning,Jaipur,"Feb 21, 2010",India,India,Home,Away,First,Second,181,299,480
2826,ODI # 2962,India,South Africa,Winner1stInning,Gwalior,"Feb 24, 2010",India,India,Home,Away,First,Second,291,236,527
2827,ODI # 2963,India,South Africa,Winner1stInning,Ahmedabad,"Feb 27, 2010",South Africa,India,Home,Away,Second,First,198,245,443
2828,ODI # 2964,Bangladesh,England,Winner2ndInning,Dhaka,"Feb 28, 2010",England,Bangladesh,Home,Away,First,Second,271,268,539
2829,ODI # 2965,Bangladesh,England,Winner2ndInning,Dhaka,"Mar 2, 2010",England,Bangladesh,Home,Away,First,Second,172,185,357
2830,ODI # 2966,New Zealand,Australia,Winner2ndInning,Napier,"Mar 3, 2010",New Zealand,New Zealand,Home,Away,Second,First,248,180,428
2831,ODI # 2967,West Indies,Zimbabwe,Winner1stInning,Providence,"Mar 4, 2010",Zimbabwe,West Indies,Home,Away,Second,First,243,195,438
2832,ODI # 2968,Bangladesh,England,Winner1stInning,Chittagong,"Mar 5, 2010",England,Bangladesh,Home,Away,Second,First,255,251,506
2833,ODI # 2969,New Zealand,Australia,Winner1stInning,Auckland,"Mar 6, 2010",Australia,New Zealand,Home,Away,Second,First,300,300,600
2834,ODI # 2970,West Indies,Zimbabwe,Winner2ndInning,Providence,"Mar 6, 2010",West Indies,West Indies,Home,Away,Second,First,254,232,486
2835,ODI # 2971,New Zealand,Australia,Winner2ndInning,Hamilton,"Mar 9, 2010",Australia,New Zealand,Home,Away,First,Second,273,258,531
2836,ODI # 2972,West Indies,Zimbabwe,Winner1stInning,Kingstown,"Mar 10, 2010",West Indies,West Indies,Home,Away,First,Second,168,250,418
2837,ODI # 2973,New Zealand,Australia,Winner2ndInning,Auckland,"Mar 11, 2010",Australia,New Zealand,Home,Away,First,Second,159,235,394
2838,ODI # 2974,West Indies,Zimbabwe,Winner2ndInning,Kingstown,"Mar 12, 2010",West Indies,West Indies,Home,Away,Second,First,283,269,552
2839,ODI # 2975,New Zealand,Australia,Winner1stInning,Wellington,"Mar 13, 2010",New Zealand,New Zealand,Home,Away,First,Second,253,223,476
2840,ODI # 2976,West Indies,Zimbabwe,Winner2ndInning,Kingstown,"Mar 14, 2010",West Indies,West Indies,Home,Away,Second,First,258,273,531
2841,ODI # 2977,West Indies,Canada,Winner1stInning,Kingston,"Apr 13, 2010",West Indies,West Indies,Home,Away,First,Second,290,172,462
2842,ODI # 2978,West Indies,Ireland,Winner2ndInning,Kingston,"Apr 15, 2010",West Indies,West Indies,Home,Away,Second,First,299,165,464
2843,ODI # 2979,West Indies,South Africa,Winner1stInning,North Sound,"May 22, 2010",South Africa,West Indies,Home,Away,Second,First,156,165,321
2844,ODI # 2980,West Indies,South Africa,Winner1stInning,North Sound,"May 24, 2010",South Africa,West Indies,Home,Away,Second,First,259,287,546
2845,ODI # 2981,Zimbabwe,India,Winner2ndInning,Bulawayo,"May 28, 2010",Zimbabwe,Zimbabwe,Home,Away,Second,First,285,292,577
2846,ODI # 2982,West Indies,South Africa,Winner1stInning,Roseau,"May 28, 2010",South Africa,West Indies,Home,Away,Second,First,193,188,381
2847,ODI # 2983,India,Sri Lanka,Winner2ndInning,Bulawayo,"May 30, 2010",India,Zimbabwe,Neutral,Neutral,Second,First,236,277,513
2848,ODI # 2984,West Indies,South Africa,Winner2ndInning,Roseau,"May 30, 2010",South Africa,West Indies,Home,Away,First,Second,200,161,361
2849,ODI # 2985,Zimbabwe,Sri Lanka,Winner2ndInning,Bulawayo,"Jun 1, 2010",Sri Lanka,Zimbabwe,Home,Away,First,Second,178,288,466
2850,ODI # 2986,Zimbabwe,India,Winner2ndInning,Harare,"Jun 3, 2010",Zimbabwe,Zimbabwe,Home,Away,Second,First,152,250,402
2851,ODI # 2987,West Indies,South Africa,Winner2ndInning,Port of Spain,"Jun 3, 2010",South Africa,West Indies,Home,Away,First,Second,277,203,480
2852,ODI # 2988,India,Sri Lanka,Winner2ndInning,Harare,"Jun 5, 2010",Sri Lanka,Zimbabwe,Neutral,Neutral,First,Second,220,205,425
2853,ODI # 2989,Zimbabwe,Sri Lanka,Winner2ndInning,Harare,"Jun 7, 2010",Zimbabwe,Zimbabwe,Home,Away,Second,First,152,185,337
2854,ODI # 2990,Zimbabwe,Sri Lanka,Winner2ndInning,Harare,"Jun 9, 2010",Sri Lanka,Zimbabwe,Home,Away,First,Second,153,174,327
2855,ODI # 2991,Sri Lanka,Pakistan,Winner1stInning,Dambulla,"Jun 15, 2010",Sri Lanka,Sri Lanka,Home,Away,First,Second,249,156,405
2856,ODI # 2992,Netherlands,Scotland,Winner2ndInning,Rotterdam,"Jun 15, 2010",Netherlands,Netherlands,Home,Away,Second,First,194,289,483
2857,ODI # 2993,Bangladesh,India,Winner2ndInning,Dambulla,"Jun 16, 2010",India,Sri Lanka,Neutral,Neutral,First,Second,206,178,384
2858,ODI # 2994,Ireland,Australia,Winner1stInning,Dublin,"Jun 17, 2010",Australia,Ireland,Home,Away,Second,First,236,214,450
2859,ODI # 2995,Sri Lanka,Bangladesh,Winner1stInning,Dambulla,"Jun 18, 2010",Sri Lanka,Sri Lanka,Home,Away,First,Second,283,255,538
2860,ODI # 2996,India,Pakistan,Winner2ndInning,Dambulla,"Jun 19, 2010",India,Sri Lanka,Neutral,Neutral,Second,First,223,168,391
2861,ODI # 2997,Scotland,England,Winner2ndInning,Edinburgh,"Jun 19, 2010",England,Scotland,Home,Away,First,Second,222,224,446
2862,ODI # 2998,Bangladesh,Pakistan,Winner1stInning,Dambulla,"Jun 21, 2010",Pakistan,Sri Lanka,Neutral,Neutral,Second,First,274,285,559
2863,ODI # 2999,Sri Lanka,India,Winner2ndInning,Dambulla,"Jun 22, 2010",Sri Lanka,Sri Lanka,Home,Away,Second,First,235,273,508
2864,ODI # 3000,England,Australia,Winner2ndInning,Southampton,"Jun 22, 2010",England,England,Home,Away,Second,First,191,201,392
2865,ODI # 3001,Sri Lanka,India,Winner1stInning,Dambulla,"Jun 24, 2010",India,Sri Lanka,Home,Away,Second,First,298,180,478
2866,ODI # 3002,England,Australia,Winner2ndInning,Cardiff,"Jun 24, 2010",England,England,Home,Away,Second,First,238,271,509
2867,ODI # 3003,England,Australia,Winner2ndInning,Manchester,"Jun 27, 2010",England,England,Home,Away,Second,First,164,189,353
2868,ODI # 3004,England,Australia,Winner1stInning,The Oval,"Jun 30, 2010",Australia,England,Home,Away,Second,First,250,205,455
2869,ODI # 3005,Afghanistan,Canada,Winner2ndInning,The Hague,"Jul 1, 2010",Afghanistan,Netherlands,Neutral,Neutral,Second,First,153,255,408
2870,ODI # 3006,Ireland,Kenya,Winner2ndInning,Rotterdam,"Jul 1, 2010",Ireland,Netherlands,Neutral,Neutral,Second,First,274,199,473
2871,ODI # 3007,Netherlands,Scotland,Winner2ndInning,Amstelveen,"Jul 1, 2010",Scotland,Netherlands,Home,Away,First,Second,175,282,457
2872,ODI # 3008,Afghanistan,Ireland,Winner1stInning,Rotterdam,"Jul 3-4, 2010",Ireland,Netherlands,Neutral,Neutral,Second,First,289,253,542
2873,ODI # 3009,Canada,Scotland,Winner1stInning,Amstelveen,"Jul 3, 2010",Scotland,Netherlands,Neutral,Neutral,Second,First,170,242,412
2874,ODI # 3010,Netherlands,Kenya,Winner1stInning,The Hague,"Jul 3, 2010",Netherlands,Netherlands,Home,Away,First,Second,238,175,413
2875,ODI # 3011,England,Australia,Winner1stInning,Lord's,"Jul 3, 2010",Australia,England,Home,Away,Second,First,239,257,496
2876,ODI # 3012,Afghanistan,Kenya,Winner2ndInning,Amstelveen,"Jul 5, 2010",Afghanistan,Netherlands,Neutral,Neutral,Second,First,208,158,366
2877,ODI # 3013,Ireland,Scotland,Winner2ndInning,The Hague,"Jul 5, 2010",Ireland,Netherlands,Neutral,Neutral,Second,First,278,293,571
2878,ODI # 3014,Netherlands,Canada,Winner2ndInning,Rotterdam,"Jul 5, 2010",Netherlands,Netherlands,Home,Away,Second,First,154,161,315
2879,ODI # 3015,Canada,Ireland,Winner2ndInning,Amstelveen,"Jul 7, 2010",Ireland,Netherlands,Neutral,Neutral,First,Second,295,160,455
2880,ODI # 3016,Kenya,Scotland,Winner1stInning,Rotterdam,"Jul 7, 2010",Scotland,Netherlands,Neutral,Neutral,Second,First,155,245,400
2881,ODI # 3017,Netherlands,Afghanistan,Winner2ndInning,The Hague,"Jul 7, 2010",Afghanistan,Netherlands,Home,Away,First,Second,218,193,411
2882,ODI # 3018,England,Bangladesh,Winner2ndInning,Nottingham,"Jul 8, 2010",England,England,Home,Away,Second,First,248,196,444
2883,ODI # 3019,Afghanistan,Scotland,Winner2ndInning,Rotterdam,"Jul 9, 2010",Scotland,Netherlands,Neutral,Neutral,First,Second,234,240,474
2884,ODI # 3020,Canada,Kenya,Winner2ndInning,Schiedam,"Jul 9, 2010",Canada,Netherlands,Neutral,Neutral,Second,First,268,242,510
2885,ODI # 3021,Netherlands,Ireland,Winner1stInning,Amstelveen,"Jul 9, 2010",Ireland,Netherlands,Home,Away,Second,First,209,210,419
2886,ODI # 3022,Canada,Kenya,Winner2ndInning,Schiedam,"Jul 10, 2010",Canada,Netherlands,Neutral,Neutral,Second,First,154,180,334
2887,ODI # 3023,Ireland,Scotland,Winner2ndInning,Amstelveen,"Jul 10, 2010",Ireland,Netherlands,Neutral,Neutral,Second,First,216,268,484
2888,ODI # 3024,Netherlands,Afghanistan,Winner2ndInning,Rotterdam,"Jul 10, 2010",Afghanistan,Netherlands,Home,Away,First,Second,254,167,421
2889,ODI # 3025,England,Bangladesh,Winner1stInning,Bristol,"Jul 10, 2010",Bangladesh,England,Home,Away,Second,First,209,295,504
2890,ODI # 3026,England,Bangladesh,Winner1stInning,Birmingham,"Jul 12, 2010",England,England,Home,Away,First,Second,249,170,419
2891,ODI # 3027,Ireland,Bangladesh,Winner2ndInning,Belfast,"Jul 15, 2010",Ireland,Ireland,Home,Away,Second,First,153,258,411
2892,ODI # 3028,Ireland,Bangladesh,Winner2ndInning,Belfast,"Jul 16, 2010",Bangladesh,Ireland,Home,Away,First,Second,260,296,556
2893,ODI # 3029,Bangladesh,Netherlands,Winner2ndInning,Glasgow,"Jul 20, 2010",Netherlands,Scotland,Neutral,Neutral,First,Second,227,180,407
2894,ODI # 3030,India,New Zealand,Winner1stInning,Dambulla,"Aug 10, 2010",New Zealand,Sri Lanka,Neutral,Neutral,Second,First,193,157,350
2895,ODI # 3031,Sri Lanka,New Zealand,Winner2ndInning,Dambulla,"Aug 13, 2010",Sri Lanka,Sri Lanka,Home,Away,Second,First,201,169,370
2896,ODI # 3032,Sri Lanka,India,Winner2ndInning,Dambulla,"Aug 16, 2010",India,Sri Lanka,Home,Away,First,Second,235,259,494
2897,ODI # 3033,Scotland,Afghanistan,Winner2ndInning,Ayr,"Aug 16, 2010",Afghanistan,Scotland,Home,Away,First,Second,224,297,521
2898,ODI # 3034,Ireland,Netherlands,Winner1stInning,Dublin,"Aug 16, 2010",Ireland,Ireland,Home,Away,First,Second,151,177,328
2899,ODI # 3035,Scotland,Afghanistan,Winner2ndInning,Ayr,"Aug 17, 2010",Scotland,Scotland,Home,Away,Second,First,184,231,415
2900,ODI # 3036,Ireland,Netherlands,Winner2ndInning,Dublin,"Aug 18, 2010",Ireland,Ireland,Home,Away,Second,First,202,228,430
2901,ODI # 3038,Sri Lanka,India,Winner2ndInning,Dambulla,"Aug 22, 2010",Sri Lanka,Sri Lanka,Home,Away,Second,First,187,285,472
2902,ODI # 3039,India,New Zealand,Winner1stInning,Dambulla,"Aug 25, 2010",India,Sri Lanka,Neutral,Neutral,First,Second,280,296,576
2903,ODI # 3040,Sri Lanka,India,Winner1stInning,Dambulla,"Aug 28, 2010",Sri Lanka,Sri Lanka,Home,Away,First,Second,184,264,448
2904,ODI # 3041,Canada,Ireland,Winner1stInning,Toronto,"Sep 6, 2010",Canada,Canada,Home,Away,First,Second,185,229,414
2905,ODI # 3042,Canada,Ireland,Winner1stInning,Toronto,"Sep 7, 2010",Ireland,Canada,Home,Away,Second,First,288,230,518
2906,ODI # 3043,England,Pakistan,Winner1stInning,Chester,"Sep 10, 2010",England,England,Home,Away,First,Second,179,210,389
2907,ODI # 3044,England,Pakistan,Winner2ndInning,Leeds,"Sep 12, 2010",England,England,Home,Away,Second,First,263,244,507
2908,ODI # 3045,England,Pakistan,Winner1stInning,The Oval,"Sep 17, 2010",Pakistan,England,Home,Away,Second,First,268,152,420
2909,ODI # 3046,England,Pakistan,Winner1stInning,Lord's,"Sep 20, 2010",Pakistan,England,Home,Away,Second,First,221,226,447
2910,ODI # 3047,England,Pakistan,Winner1stInning,Southampton,"Sep 22, 2010",England,England,Home,Away,First,Second,195,223,418
2911,ODI # 3048,Zimbabwe,Ireland,Winner2ndInning,Harare,"Sep 26, 2010",Zimbabwe,Zimbabwe,Home,Away,Second,First,223,160,383
2912,ODI # 3049,Zimbabwe,Ireland,Winner2ndInning,Harare,"Sep 28, 2010",Zimbabwe,Zimbabwe,Home,Away,Second,First,157,180,337
2913,ODI # 3050,Zimbabwe,Ireland,Winner1stInning,Harare,"Sep 30, 2010",Ireland,Zimbabwe,Home,Away,Second,First,178,246,424
2914,ODI # 3051,Bangladesh,New Zealand,Winner1stInning,Dhaka,"Oct 5, 2010",Bangladesh,Bangladesh,Home,Away,First,Second,246,219,465
2915,ODI # 3052,Kenya,Afghanistan,Winner1stInning,Nairobi,"Oct 7, 2010",Kenya,Kenya,Home,Away,First,Second,158,284,442
2916,ODI # 3053,Kenya,Afghanistan,Winner2ndInning,Nairobi,"Oct 9, 2010",Afghanistan,Kenya,Home,Away,First,Second,297,290,587
2917,ODI # 3054,Bangladesh,New Zealand,Winner2ndInning,Dhaka,"Oct 11, 2010",Bangladesh,Bangladesh,Home,Away,Second,First,259,247,506
2918,ODI # 3055,Kenya,Afghanistan,Winner2ndInning,Nairobi,"Oct 11, 2010",Kenya,Kenya,Home,Away,Second,First,204,276,480
2919,ODI # 3056,Bangladesh,New Zealand,Winner1stInning,Dhaka,"Oct 14, 2010",Bangladesh,Bangladesh,Home,Away,First,Second,269,164,433
2920,ODI # 3057,South Africa,Zimbabwe,Winner1stInning,Bloemfontein,"Oct 15, 2010",South Africa,South Africa,Home,Away,First,Second,160,286,446
2921,ODI # 3058,Bangladesh,New Zealand,Winner1stInning,Dhaka,"Oct 17, 2010",Bangladesh,Bangladesh,Home,Away,First,Second,221,173,394
2922,ODI # 3059,South Africa,Zimbabwe,Winner2ndInning,Potchefstroom,"Oct 17, 2010",South Africa,South Africa,Home,Away,Second,First,293,172,465
2923,ODI # 3060,India,Australia,Winner2ndInning,Visakhapatnam,"Oct 20, 2010",India,India,Home,Away,Second,First,263,188,451
2924,ODI # 3061,South Africa,Zimbabwe,Winner1stInning,Benoni,"Oct 22, 2010",South Africa,South Africa,Home,Away,First,Second,284,185,469
2925,ODI # 3062,Pakistan,South Africa,Winner2ndInning,Abu Dhabi,"Oct 29, 2010",South Africa,U.A.E.,Neutral,Neutral,First,Second,268,224,492
2926,ODI # 3063,Pakistan,South Africa,Winner2ndInning,Abu Dhabi,"Oct 31, 2010",Pakistan,U.A.E.,Neutral,Neutral,Second,First,239,199,438
2927,ODI # 3064,Pakistan,South Africa,Winner1stInning,Dubai,"Nov 2, 2010",South Africa,U.A.E.,Neutral,Neutral,Second,First,187,216,403
2928,ODI # 3065,Australia,Sri Lanka,Winner2ndInning,Melbourne,"Nov 3, 2010",Sri Lanka,Australia,Home,Away,First,Second,264,269,533
2929,ODI # 3066,Australia,Sri Lanka,Winner1stInning,Sydney,"Nov 5, 2010",Sri Lanka,Australia,Home,Away,Second,First,228,188,416
2930,ODI # 3067,Pakistan,South Africa,Winner2ndInning,Dubai,"Nov 5, 2010",Pakistan,U.A.E.,Neutral,Neutral,Second,First,178,218,396
2931,ODI # 3068,Australia,Sri Lanka,Winner2ndInning,Brisbane,"Nov 7, 2010",Australia,Australia,Home,Away,Second,First,153,219,372
2932,ODI # 3069,Pakistan,South Africa,Winner1stInning,Dubai,"Nov 8, 2010",South Africa,U.A.E.,Neutral,Neutral,Second,First,247,249,496
2933,ODI # 3070,India,New Zealand,Winner1stInning,Guwahati,"Nov 28, 2010",India,India,Home,Away,First,Second,180,178,358
2934,ODI # 3071,Bangladesh,Zimbabwe,Winner1stInning,Dhaka,"Dec 1, 2010",Zimbabwe,Bangladesh,Home,Away,Second,First,261,167,428
2935,ODI # 3072,India,New Zealand,Winner2ndInning,Jaipur,"Dec 1, 2010",India,India,Home,Away,Second,First,263,161,424
2936,ODI # 3073,Bangladesh,Zimbabwe,Winner2ndInning,Dhaka,"Dec 3, 2010",Bangladesh,Bangladesh,Home,Away,Second,First,262,271,533
2937,ODI # 3074,India,New Zealand,Winner2ndInning,Vadodara,"Dec 4, 2010",India,India,Home,Away,Second,First,216,186,402
2938,ODI # 3075,Bangladesh,Zimbabwe,Winner1stInning,Dhaka,"Dec 6, 2010",Bangladesh,Bangladesh,Home,Away,First,Second,203,273,476
2939,ODI # 3076,India,New Zealand,Winner2ndInning,Bengaluru,"Dec 7, 2010",India,India,Home,Away,Second,First,176,297,473
2940,ODI # 3077,India,New Zealand,Winner2ndInning,Chennai,"Dec 10, 2010",India,India,Home,Away,Second,First,207,223,430
2941,ODI # 3078,Bangladesh,Zimbabwe,Winner2ndInning,Chittagong,"Dec 12, 2010",Bangladesh,Bangladesh,Home,Away,Second,First,200,164,364
2942,ODI # 3079,South Africa,India,Winner1stInning,Durban,"Jan 12, 2011",South Africa,South Africa,Home,Away,First,Second,182,263,445
2943,ODI # 3080,South Africa,India,Winner1stInning,Johannesburg,"Jan 15, 2011",India,South Africa,Home,Away,Second,First,237,220,457
2944,ODI # 3081,Australia,England,Winner2ndInning,Melbourne,"Jan 16, 2011",Australia,Australia,Home,Away,Second,First,293,243,536
2945,ODI # 3082,South Africa,India,Winner2ndInning,Cape Town,"Jan 18, 2011",India,South Africa,Home,Away,First,Second,193,253,446
2946,ODI # 3083,Australia,England,Winner1stInning,Hobart,"Jan 21, 2011",Australia,Australia,Home,Away,First,Second,300,288,588
2947,ODI # 3084,South Africa,India,Winner1stInning,Port Elizabeth,"Jan 21, 2011",South Africa,South Africa,Home,Away,First,Second,248,260,508
2948,ODI # 3085,New Zealand,Pakistan,Winner2ndInning,Wellington,"Jan 22, 2011",New Zealand,New Zealand,Home,Away,Second,First,286,229,515
2949,ODI # 3086,Australia,England,Winner2ndInning,Sydney,"Jan 23, 2011",Australia,Australia,Home,Away,Second,First,198,163,361
2950,ODI # 3087,South Africa,India,Winner1stInning,Centurion,"Jan 23, 2011",South Africa,South Africa,Home,Away,First,Second,168,234,402
2951,ODI # 3089,Australia,England,Winner1stInning,Adelaide,"Jan 26, 2011",England,Australia,Home,Away,Second,First,299,255,554
2952,ODI # 3090,New Zealand,Pakistan,Winner1stInning,Christchurch,"Jan 29, 2011",Pakistan,New Zealand,Home,Away,Second,First,161,231,392
2953,ODI # 3091,Australia,England,Winner1stInning,Brisbane,"Jan 30, 2011",Australia,Australia,Home,Away,First,Second,278,236,514
2954,ODI # 3093,New Zealand,Pakistan,Winner2ndInning,Napier,"Feb 1, 2011",Pakistan,New Zealand,Home,Away,First,Second,185,175,360
2955,ODI # 3094,Australia,England,Winner2ndInning,Sydney,"Feb 2, 2011",Australia,Australia,Home,Away,Second,First,292,231,523
2956,ODI # 3095,New Zealand,Pakistan,Winner1stInning,Hamilton,"Feb 3, 2011",Pakistan,New Zealand,Home,Away,Second,First,204,203,407
2957,ODI # 3096,Sri Lanka,West Indies,Winner2ndInning,Colombo,"Feb 3, 2011",Sri Lanka,Sri Lanka,Home,Away,Second,First,289,288,577
2958,ODI # 3097,New Zealand,Pakistan,Winner1stInning,Auckland,"Feb 5, 2011",New Zealand,New Zealand,Home,Away,First,Second,222,282,504
2959,ODI # 3098,Australia,England,Winner1stInning,Perth,"Feb 6, 2011",Australia,Australia,Home,Away,First,Second,258,240,498
2960,ODI # 3099,Sri Lanka,West Indies,Winner1stInning,Colombo,"Feb 6, 2011",Sri Lanka,Sri Lanka,Home,Away,First,Second,251,156,407
2961,ODI # 3100,Bangladesh,India,Winner1stInning,Dhaka,"Feb 19, 2011",India,Bangladesh,Home,Away,Second,First,274,193,467
2962,ODI # 3101,Kenya,New Zealand,Winner2ndInning,Chennai,"Feb 20, 2011",New Zealand,India,Neutral,Neutral,First,Second,250,232,482
2963,ODI # 3102,Sri Lanka,Canada,Winner1stInning,Hambantota,"Feb 20, 2011",Sri Lanka,Sri Lanka,Home,Away,First,Second,179,187,366
2964,ODI # 3103,Australia,Zimbabwe,Winner1stInning,Ahmedabad,"Feb 21, 2011",Australia,India,Neutral,Neutral,First,Second,186,171,357
2965,ODI # 3104,England,Netherlands,Winner2ndInning,Nagpur,"Feb 22, 2011",England,India,Neutral,Neutral,Second,First,220,234,454
2966,ODI # 3105,Kenya,Pakistan,Winner1stInning,Hambantota,"Feb 23, 2011",Pakistan,Sri Lanka,Neutral,Neutral,Second,First,281,229,510
2967,ODI # 3106,South Africa,West Indies,Winner2ndInning,Delhi,"Feb 24, 2011",South Africa,India,Neutral,Neutral,Second,First,286,287,573
2968,ODI # 3107,Australia,New Zealand,Winner2ndInning,Nagpur,"Feb 25, 2011",Australia,India,Neutral,Neutral,Second,First,161,235,396
2969,ODI # 3108,Bangladesh,Ireland,Winner1stInning,Dhaka,"Feb 25, 2011",Bangladesh,Bangladesh,Home,Away,First,Second,219,172,391
2970,ODI # 3109,Sri Lanka,Pakistan,Winner1stInning,Colombo,"Feb 26, 2011",Pakistan,Sri Lanka,Home,Away,Second,First,196,205,401
2971,ODI # 3111,Canada,Zimbabwe,Winner1stInning,Nagpur,"Feb 28, 2011",Zimbabwe,India,Neutral,Neutral,Second,First,199,242,441
2972,ODI # 3112,Netherlands,West Indies,Winner1stInning,Delhi,"Feb 28, 2011",West Indies,India,Neutral,Neutral,Second,First,182,233,415
2973,ODI # 3113,Sri Lanka,Kenya,Winner2ndInning,Colombo,"Mar 1, 2011",Sri Lanka,Sri Lanka,Home,Away,Second,First,188,271,459
2974,ODI # 3114,England,Ireland,Winner2ndInning,Bengaluru,"Mar 2, 2011",Ireland,India,Neutral,Neutral,First,Second,267,220,487
2975,ODI # 3115,Netherlands,South Africa,Winner1stInning,Mohali,"Mar 3, 2011",South Africa,,Neutral,Neutral,Second,First,261,241,502
2976,ODI # 3116,Canada,Pakistan,Winner1stInning,Colombo,"Mar 3, 2011",Pakistan,Sri Lanka,Neutral,Neutral,Second,First,190,260,450
2977,ODI # 3117,New Zealand,Zimbabwe,Winner2ndInning,Ahmedabad,"Mar 4, 2011",New Zealand,India,Neutral,Neutral,Second,First,257,251,508
2978,ODI # 3118,Bangladesh,West Indies,Winner2ndInning,Dhaka,"Mar 4, 2011",West Indies,Bangladesh,Home,Away,First,Second,208,292,500
2979,ODI # 3120,England,South Africa,Winner1stInning,Chennai,"Mar 6, 2011",England,India,Neutral,Neutral,First,Second,277,196,473
2980,ODI # 3121,India,Ireland,Winner2ndInning,Bengaluru,"Mar 6, 2011",India,India,Home,Away,Second,First,173,260,433
